OBJECTID,FID_road,FCLASS,URBAN_CODE,ROUNDED_SPEED,Volume,Capacity,VCR,Artificial,MODE_TYPE,MILES,FID_HighwayBridge_3state,HighwayBridgeId,BridgeClass,Tract,Name,Owner,BridgeType,Width,NumSpans,Length,MaxSpanLength,SkewAngle,SeatLength,SeatWidth,YearBuilt,YearRemodeled,PierType,FoundationType,ScourIndex,Traffic,TrafficIndex,Condition,Cost,Latitude,Longitude,Comment
9386,135031,3,80389,45,9279.000000000000000,25758.748930710000423,0.360227122247285,0,road,0.041613794341677,8803,WA001798,HWB10,53033008200,INTERSTATE RT 5,State Highway Agency,20100011,8.6999998,3,539,216,0,,,1964,,H05510000,,N,10678,,667,8356.332599999999729,47.608330000000002,-122.329999999999998,
9387,135053,3,80389,45,11892.000000000000000,22500.000000000000000,0.528533333333333,0,road,0.062752130523955,8803,WA001798,HWB10,53033008200,INTERSTATE RT 5,State Highway Agency,20100011,8.6999998,3,539,216,0,,,1964,,H05510000,,N,10678,,667,8356.332599999999729,47.608330000000002,-122.329999999999998,
9388,135658,3,80389,45,10861.000000000000000,25763.117690058501466,0.421571648690292,0,road,0.123174103666915,8803,WA001798,HWB10,53033008200,INTERSTATE RT 5,State Highway Agency,20100011,8.6999998,3,539,216,0,,,1964,,H05510000,,N,10678,,667,8356.332599999999729,47.608330000000002,-122.329999999999998,
9389,135829,3,80389,60,9279.000000000000000,25671.431137724550354,0.361452384567853,0,road,0.017959129325568,8803,WA001798,HWB10,53033008200,INTERSTATE RT 5,State Highway Agency,20100011,8.6999998,3,539,216,0,,,1964,,H05510000,,N,10678,,667,8356.332599999999729,47.608330000000002,-122.329999999999998,
9390,223901,4,80389,45,6700.000000000000000,12463.270142180099356,0.537579617834395,0,road,0.231564966305082,8803,WA001798,HWB10,53033008200,INTERSTATE RT 5,State Highway Agency,20100011,8.6999998,3,539,216,0,,,1964,,H05510000,,N,10678,,667,8356.332599999999729,47.608330000000002,-122.329999999999998,
9391,224623,4,80389,45,5800.000000000000000,12426.301369863000218,0.466751918158568,0,road,0.117622363373107,8803,WA001798,HWB10,53033008200,INTERSTATE RT 5,State Highway Agency,20100011,8.6999998,3,539,216,0,,,1964,,H05510000,,N,10678,,667,8356.332599999999729,47.608330000000002,-122.329999999999998,
9392,196194,3,99999,60,2903.000000000000000,5902.569749216299897,0.491819685889428,0,road,9.959949278735190,12217,WA004151,HWB3 ,53033032800,US 2,State Highway Agency,50100002,13.5000000,1,210,207,0,,,1986,,N00000000,,8,3458,,777,5051.970000000000255,47.774999999999999,-121.488330000000005,
9393,29872,1,80389,60,104842.000000000000000,110000.000000275002094,0.953109090906708,0,road,0.405152649219572,8798,WA001788,HWB10,53033008200,SENECA ST,State Highway Agency,20500014,18.7999992,3,762,293,99,,,1964,,H04720000,,N,6350,,667,25528.219199999999546,47.609999999999999,-122.329999999999998,
9394,29872,1,80389,60,104842.000000000000000,110000.000000275002094,0.953109090906708,0,road,0.405152649219572,8859,WA002018,HWB10,53033008200,INTERSTATE RT 5,State Highway Agency,20600011,9.8000002,6,1945,475,0,,,1965,,H04880000,,N,8447,,667,33966.701999999997497,47.609999999999999,-122.329999999999998,
9395,252364,4,99999,50,4010.000000000000000,9315.000000000000000,0.430488459473967,0,road,3.016755838655480,8379,WA000618,HWB10,53033032402,STATE ROUTE 203,State Highway Agency,20100007,12.1999998,3,131,46,0,,,1946,,N00000000,,8,4924,,777,2847.992400000000089,47.688330000000001,-121.938329999999993,
9396,29872,1,80389,60,104842.000000000000000,110000.000000275002094,0.953109090906708,0,road,0.405152649219572,8858,WA002014,HWB10,53033008200,8TH AVE,State Highway Agency,20510111,11.8999996,8,2618,439,0,,,1964,,H04520000,,N,3200,,667,55516.784399999996822,47.611669999999997,-122.329999999999998,
9397,29874,1,80389,60,104842.000000000000000,120000.000000300002284,0.873683333331149,0,road,0.103494058306847,8858,WA002014,HWB10,53033008200,8TH AVE,State Highway Agency,20510111,11.8999996,8,2618,439,0,,,1964,,H04520000,,N,3200,,667,55516.784399999996822,47.611669999999997,-122.329999999999998,
9398,135099,3,80389,45,5000.000000000000000,13365.079365079349373,0.374109263657959,0,road,0.051772122333656,8858,WA002014,HWB10,53033008200,8TH AVE,State Highway Agency,20510111,11.8999996,8,2618,439,0,,,1964,,H04520000,,N,3200,,667,55516.784399999996822,47.611669999999997,-122.329999999999998,
9399,135585,3,80389,45,6000.000000000000000,13420.634920634900482,0.447072738024838,0,road,0.045463314121319,8858,WA002014,HWB10,53033008200,8TH AVE,State Highway Agency,20510111,11.8999996,8,2618,439,0,,,1964,,H04520000,,N,3200,,667,55516.784399999996822,47.611669999999997,-122.329999999999998,
9400,135587,3,80389,45,6100.000000000000000,13439.062500000000000,0.453900709219858,0,road,0.181948902875832,8858,WA002014,HWB10,53033008200,8TH AVE,State Highway Agency,20510111,11.8999996,8,2618,439,0,,,1964,,H04520000,,N,3200,,667,55516.784399999996822,47.611669999999997,-122.329999999999998,
9401,135838,3,80389,60,6000.000000000000000,13420.634920634900482,0.447072738024838,0,road,0.010224347521114,8858,WA002014,HWB10,53033008200,8TH AVE,State Highway Agency,20510111,11.8999996,8,2618,439,0,,,1964,,H04520000,,N,3200,,667,55516.784399999996822,47.611669999999997,-122.329999999999998,
9402,135839,3,80389,60,6000.000000000000000,13420.634920634900482,0.447072738024838,0,road,0.016196339396328,8858,WA002014,HWB10,53033008200,8TH AVE,State Highway Agency,20510111,11.8999996,8,2618,439,0,,,1964,,H04520000,,N,3200,,667,55516.784399999996822,47.611669999999997,-122.329999999999998,
9403,29872,1,80389,60,104842.000000000000000,110000.000000275002094,0.953109090906708,0,road,0.405152649219572,8860,WA002023,HWB10,53033008300,PIKE ST,State Highway Agency,20600011,23.0000000,2,860,408,48,,,1964,,H05180000,,N,12000,,767,35247.959999999999127,47.613329999999998,-122.329999999999998,
9404,29874,1,80389,60,104842.000000000000000,120000.000000300002284,0.873683333331149,0,road,0.103494058306847,8860,WA002023,HWB10,53033008300,PIKE ST,State Highway Agency,20600011,23.0000000,2,860,408,48,,,1964,,H05180000,,N,12000,,767,35247.959999999999127,47.613329999999998,-122.329999999999998,
9405,135099,3,80389,45,5000.000000000000000,13365.079365079349373,0.374109263657959,0,road,0.051772122333656,8860,WA002023,HWB10,53033008300,PIKE ST,State Highway Agency,20600011,23.0000000,2,860,408,48,,,1964,,H05180000,,N,12000,,767,35247.959999999999127,47.613329999999998,-122.329999999999998,
9406,135585,3,80389,45,6000.000000000000000,13420.634920634900482,0.447072738024838,0,road,0.045463314121319,8860,WA002023,HWB10,53033008300,PIKE ST,State Highway Agency,20600011,23.0000000,2,860,408,48,,,1964,,H05180000,,N,12000,,767,35247.959999999999127,47.613329999999998,-122.329999999999998,
9407,135587,3,80389,45,6100.000000000000000,13439.062500000000000,0.453900709219858,0,road,0.181948902875832,8860,WA002023,HWB10,53033008300,PIKE ST,State Highway Agency,20600011,23.0000000,2,860,408,48,,,1964,,H05180000,,N,12000,,767,35247.959999999999127,47.613329999999998,-122.329999999999998,
9408,135838,3,80389,60,6000.000000000000000,13420.634920634900482,0.447072738024838,0,road,0.010224347521114,8860,WA002023,HWB10,53033008300,PIKE ST,State Highway Agency,20600011,23.0000000,2,860,408,48,,,1964,,H05180000,,N,12000,,767,35247.959999999999127,47.613329999999998,-122.329999999999998,
9409,135839,3,80389,60,6000.000000000000000,13420.634920634900482,0.447072738024838,0,road,0.016196339396328,8860,WA002023,HWB10,53033008300,PIKE ST,State Highway Agency,20600011,23.0000000,2,860,408,48,,,1964,,H05180000,,N,12000,,767,35247.959999999999127,47.613329999999998,-122.329999999999998,
9410,29883,1,80389,60,109401.000000000000000,120000.000000300002284,0.911674999997721,0,road,0.133927417978323,8861,WA002033,HWB10,53033008400,PINE ST-BOREN AVE,State Highway Agency,20600011,18.6000004,8,2515,372,99,,,1965,,H05210000,,N,9560,,667,83360.177999999999884,47.615000000000002,-122.328329999999994,
9411,224629,4,80389,45,6250.000000000000000,12293.519695044449691,0.508397932816540,0,road,0.156388471593963,8861,WA002033,HWB10,53033008400,PINE ST-BOREN AVE,State Highway Agency,20600011,18.6000004,8,2515,372,99,,,1965,,H05210000,,N,9560,,667,83360.177999999999884,47.615000000000002,-122.328329999999994,
9412,284697,5,80389,45,1000.000000000000000,10960.317460317450241,0.091238233164373,0,road,0.132488357274589,8861,WA002033,HWB10,53033008400,PINE ST-BOREN AVE,State Highway Agency,20600011,18.6000004,8,2515,372,99,,,1965,,H05210000,,N,9560,,667,83360.177999999999884,47.615000000000002,-122.328329999999994,
9413,133449,3,80389,25,5931.000000000000000,13220.813253012049245,0.448610829492564,0,road,0.000430740175704,8739,WA001438,HWB10,53033007300,OLIVE WAY,State Highway Agency,20600011,17.6000004,3,893,405,43,,,1962,,H04780000,,N,14300,,667,28007.337599999998929,47.616669999999999,-122.328329999999994,
9414,133450,3,80389,25,5931.000000000000000,13220.813253012049245,0.448610829492564,0,road,0.001568382067105,8739,WA001438,HWB10,53033007300,OLIVE WAY,State Highway Agency,20600011,17.6000004,3,893,405,43,,,1962,,H04780000,,N,14300,,667,28007.337599999998929,47.616669999999999,-122.328329999999994,
9415,133451,3,80389,25,5013.000000000000000,13181.293977813000311,0.380311675654756,0,road,0.107896514907827,8739,WA001438,HWB10,53033007300,OLIVE WAY,State Highway Agency,20600011,17.6000004,3,893,405,43,,,1962,,H04780000,,N,14300,,667,28007.337599999998929,47.616669999999999,-122.328329999999994,
9416,133486,3,80389,25,3577.000000000000000,13234.899999999999636,0.270270270270270,0,road,0.037742729251714,8739,WA001438,HWB10,53033007300,OLIVE WAY,State Highway Agency,20600011,17.6000004,3,893,405,43,,,1962,,H04780000,,N,14300,,667,28007.337599999998929,47.616669999999999,-122.328329999999994,
9417,135072,3,80389,45,5013.000000000000000,13379.927099841499512,0.374665718474609,0,road,0.027038057582905,8739,WA001438,HWB10,53033007300,OLIVE WAY,State Highway Agency,20600011,17.6000004,3,893,405,43,,,1962,,H04780000,,N,14300,,667,28007.337599999998929,47.616669999999999,-122.328329999999994,
9418,135073,3,80389,35,5931.000000000000000,13220.813253012049245,0.448610829492564,0,road,0.034278282995919,8739,WA001438,HWB10,53033007300,OLIVE WAY,State Highway Agency,20600011,17.6000004,3,893,405,43,,,1962,,H04780000,,N,14300,,667,28007.337599999998929,47.616669999999999,-122.328329999999994,
9419,284697,5,80389,45,1000.000000000000000,10960.317460317450241,0.091238233164373,0,road,0.132488357274589,8739,WA001438,HWB10,53033007300,OLIVE WAY,State Highway Agency,20600011,17.6000004,3,893,405,43,,,1962,,H04780000,,N,14300,,667,28007.337599999998929,47.616669999999999,-122.328329999999994,
9420,284698,5,80389,45,2417.000000000000000,11798.776315789500586,0.204851752021563,0,road,0.095300159051345,8739,WA001438,HWB10,53033007300,OLIVE WAY,State Highway Agency,20600011,17.6000004,3,893,405,43,,,1962,,H04780000,,N,14300,,667,28007.337599999998929,47.616669999999999,-122.328329999999994,
9421,133451,3,80389,25,5013.000000000000000,13181.293977813000311,0.380311675654756,0,road,0.107896514907827,8740,WA001444,HWB10,53033007402,DENNY WAY,State Highway Agency,20600011,16.8999996,3,978,338,0,,,1962,,H04650000,,N,22350,,666,29453.252400000001217,47.618330000000000,-122.326669999999993,
9422,133452,3,80389,25,13350.000000000000000,13365.873959571950763,0.998812351543938,0,road,0.053388890884002,8740,WA001444,HWB10,53033007402,DENNY WAY,State Highway Agency,20600011,16.8999996,3,978,338,0,,,1962,,H04650000,,N,22350,,666,29453.252400000001217,47.618330000000000,-122.326669999999993,
9423,133453,3,80389,25,7961.000000000000000,13215.418743768699642,0.602402402402402,0,road,0.263907440660266,8740,WA001444,HWB10,53033007402,DENNY WAY,State Highway Agency,20600011,16.8999996,3,978,338,0,,,1962,,H04650000,,N,22350,,666,29453.252400000001217,47.618330000000000,-122.326669999999993,
9424,135828,3,80389,45,13350.000000000000000,13397.621878715799539,0.996445497630333,0,road,0.053060928075931,8740,WA001444,HWB10,53033007402,DENNY WAY,State Highway Agency,20600011,16.8999996,3,978,338,0,,,1962,,H04650000,,N,22350,,666,29453.252400000001217,47.618330000000000,-122.326669999999993,
9425,284698,5,80389,45,2417.000000000000000,11798.776315789500586,0.204851752021563,0,road,0.095300159051345,8740,WA001444,HWB10,53033007402,DENNY WAY,State Highway Agency,20600011,16.8999996,3,978,338,0,,,1962,,H04650000,,N,22350,,666,29453.252400000001217,47.618330000000000,-122.326669999999993,
9426,29882,1,80389,60,109401.000000000000000,120000.000000300002284,0.911674999997721,0,road,0.469103005790379,11914,WA001447,HWB3 ,53033007300,INTERSTATE RT 5,State Highway Agency,10400011,9.6000004,1,186,177,45,,,1962,,H04600000,,N,15010,,776,3181.939199999999801,47.618330000000000,-122.328329999999994,
9427,29884,1,80389,60,109401.000000000000000,120000.000000300002284,0.911674999997721,0,road,0.157007375858800,11914,WA001447,HWB3 ,53033007300,INTERSTATE RT 5,State Highway Agency,10400011,9.6000004,1,186,177,45,,,1962,,H04600000,,N,15010,,776,3181.939199999999801,47.618330000000000,-122.328329999999994,
9428,133482,3,80389,30,8682.000000000000000,13177.893870082349167,0.658830620855939,0,road,0.060422896602339,11914,WA001447,HWB3 ,53033007300,INTERSTATE RT 5,State Highway Agency,10400011,9.6000004,1,186,177,45,,,1962,,H04600000,,N,15010,,776,3181.939199999999801,47.618330000000000,-122.328329999999994,
9429,133484,3,80389,30,3542.000000000000000,21672.910313901349582,0.163429827775742,0,road,0.081110400986701,11914,WA001447,HWB3 ,53033007300,INTERSTATE RT 5,State Highway Agency,10400011,9.6000004,1,186,177,45,,,1962,,H04600000,,N,15010,,776,3181.939199999999801,47.618330000000000,-122.328329999999994,
9430,134396,3,80389,30,3542.000000000000000,21601.434977578501275,0.163970588235294,0,road,0.072645442227989,11914,WA001447,HWB3 ,53033007300,INTERSTATE RT 5,State Highway Agency,10400011,9.6000004,1,186,177,45,,,1962,,H04600000,,N,15010,,776,3181.939199999999801,47.618330000000000,-122.328329999999994,
9431,135070,3,80389,30,13350.000000000000000,13365.873959571950763,0.998812351543938,0,road,0.012469973203638,11914,WA001447,HWB3 ,53033007300,INTERSTATE RT 5,State Highway Agency,10400011,9.6000004,1,186,177,45,,,1962,,H04600000,,N,15010,,776,3181.939199999999801,47.618330000000000,-122.328329999999994,
9432,135071,3,80389,45,2381.000000000000000,22500.000000000000000,0.105822222222222,0,road,0.000556068911311,11914,WA001447,HWB3 ,53033007300,INTERSTATE RT 5,State Highway Agency,10400011,9.6000004,1,186,177,45,,,1962,,H04600000,,N,15010,,776,3181.939199999999801,47.618330000000000,-122.328329999999994,
9433,135074,3,80389,45,13350.000000000000000,13365.873959571950763,0.998812351543938,0,road,0.020943579681083,11914,WA001447,HWB3 ,53033007300,INTERSTATE RT 5,State Highway Agency,10400011,9.6000004,1,186,177,45,,,1962,,H04600000,,N,15010,,776,3181.939199999999801,47.618330000000000,-122.328329999999994,
9434,135677,3,80389,45,13350.000000000000000,13397.621878715799539,0.996445497630333,0,road,0.037929925462763,11914,WA001447,HWB3 ,53033007300,INTERSTATE RT 5,State Highway Agency,10400011,9.6000004,1,186,177,45,,,1962,,H04600000,,N,15010,,776,3181.939199999999801,47.618330000000000,-122.328329999999994,
9435,135828,3,80389,45,13350.000000000000000,13397.621878715799539,0.996445497630333,0,road,0.053060928075931,11914,WA001447,HWB3 ,53033007300,INTERSTATE RT 5,State Highway Agency,10400011,9.6000004,1,186,177,45,,,1962,,H04600000,,N,15010,,776,3181.939199999999801,47.618330000000000,-122.328329999999994,
9436,29882,1,80389,60,109401.000000000000000,120000.000000300002284,0.911674999997721,0,road,0.469103005790379,8741,WA001448,HWB10,53033007300,I-5,State Highway Agency,20600011,7.8000002,3,649,253,0,,,1962,,N00000000,,N,13805,,667,9020.840399999999136,47.623330000000003,-122.328329999999994,
9437,133454,3,80389,25,8287.000000000000000,16243.750000000000000,0.510165448249327,0,road,0.178852037237477,8741,WA001448,HWB10,53033007300,I-5,State Highway Agency,20600011,7.8000002,3,649,253,0,,,1962,,N00000000,,N,13805,,667,9020.840399999999136,47.623330000000003,-122.328329999999994,
9438,134376,3,80389,25,6201.000000000000000,16246.369959677400402,0.381685263562909,0,road,0.146092934159297,8741,WA001448,HWB10,53033007300,I-5,State Highway Agency,20600011,7.8000002,3,649,253,0,,,1962,,N00000000,,N,13805,,667,9020.840399999999136,47.623330000000003,-122.328329999999994,
9439,171556,3,99999,30,1222.000000000000000,5649.470149253749696,0.216303470540758,0,road,0.070472570779724,15083,WA000308,HWB5 ,53045960200,US 101,State Highway Agency,10400002,8.3000002,3,338,122,0,,,1925,,N00000000,,5,2549,,776,4999.222799999999552,47.463329999999999,-123.113330000000005,
9440,178456,3,99999,50,1222.000000000000000,5649.470149253749696,0.216303470540758,0,road,2.903885993499340,15083,WA000308,HWB5 ,53045960200,US 101,State Highway Agency,10400002,8.3000002,3,338,122,0,,,1925,,N00000000,,5,2549,,776,4999.222799999999552,47.463329999999999,-123.113330000000005,
9441,135643,3,80389,45,9594.000000000000000,13684.157284768200043,0.701102727800349,0,road,0.260677454721698,11981,WA002599,HWB3 ,53033007300,INTERSTATE RT 5,State Highway Agency,30200011,8.6999998,1,290,290,99,,,1967,,H05080000,,N,15429,,777,4495.985999999999876,47.625000000000000,-122.329999999999998,
9442,58932,2,80389,55,24404.000000000000000,46189.128497072248138,0.528349436200055,0,road,0.191576304118820,8271,WA000164,HWB10,53033007200,STATE ROUTE 99,State Highway Agency,20400014,32.0000000,2,204,101,0,,,1958,,H04670000,,N,58200,,766,11632.896000000000640,47.623330000000003,-122.343329999999995,
9443,58933,2,80389,55,19349.000000000000000,30972.691423881798983,0.624711612407076,0,road,0.006534615027768,8271,WA000164,HWB10,53033007200,STATE ROUTE 99,State Highway Agency,20400014,32.0000000,2,204,101,0,,,1958,,H04670000,,N,58200,,766,11632.896000000000640,47.623330000000003,-122.343329999999995,
9444,58934,2,80389,55,19349.000000000000000,30972.691423881798983,0.624711612407076,0,road,0.000486571397859,8271,WA000164,HWB10,53033007200,STATE ROUTE 99,State Highway Agency,20400014,32.0000000,2,204,101,0,,,1958,,H04670000,,N,58200,,766,11632.896000000000640,47.623330000000003,-122.343329999999995,
9445,58935,2,80389,55,19349.000000000000000,30972.691423881798983,0.624711612407076,0,road,0.006255942120515,8271,WA000164,HWB10,53033007200,STATE ROUTE 99,State Highway Agency,20400014,32.0000000,2,204,101,0,,,1958,,H04670000,,N,58200,,766,11632.896000000000640,47.623330000000003,-122.343329999999995,
9446,59185,2,80389,55,19349.000000000000000,30972.691423881798983,0.624711612407076,0,road,0.057346176000526,8271,WA000164,HWB10,53033007200,STATE ROUTE 99,State Highway Agency,20400014,32.0000000,2,204,101,0,,,1958,,H04670000,,N,58200,,766,11632.896000000000640,47.623330000000003,-122.343329999999995,
9447,135111,3,80389,45,12786.000000000000000,25509.504034761001094,0.501224954533687,0,road,0.157673437192188,8271,WA000164,HWB10,53033007200,STATE ROUTE 99,State Highway Agency,20400014,32.0000000,2,204,101,0,,,1958,,H04670000,,N,58200,,766,11632.896000000000640,47.623330000000003,-122.343329999999995,
9448,135114,3,80389,45,12786.000000000000000,25509.504034761001094,0.501224954533687,0,road,0.076683102927793,8271,WA000164,HWB10,53033007200,STATE ROUTE 99,State Highway Agency,20400014,32.0000000,2,204,101,0,,,1958,,H04670000,,N,58200,,766,11632.896000000000640,47.623330000000003,-122.343329999999995,
9449,135117,3,80389,45,5185.000000000000000,13093.514548238899806,0.395997574287447,0,road,0.059573679157001,8270,WA000163,HWB10,53033007200,STATE ROUTE 99,State Highway Agency,20400014,27.3999996,2,302,146,45,,,1958,,H04780000,,N,58200,,766,14745.693600000000515,47.625000000000000,-122.340000000000003,
9450,135570,3,80389,45,5131.000000000000000,13035.280959752299168,0.393624043535576,0,road,0.424371246631288,8270,WA000163,HWB10,53033007200,STATE ROUTE 99,State Highway Agency,20400014,27.3999996,2,302,146,45,,,1958,,H04780000,,N,58200,,766,14745.693600000000515,47.625000000000000,-122.340000000000003,
9451,135837,3,80389,45,13836.000000000000000,13216.833046471600028,1.046846846846847,0,road,0.060809759893730,8270,WA000163,HWB10,53033007200,STATE ROUTE 99,State Highway Agency,20400014,27.3999996,2,302,146,45,,,1958,,H04780000,,N,58200,,766,14745.693600000000515,47.625000000000000,-122.340000000000003,
9452,135842,3,80389,45,13836.000000000000000,25512.853700516348908,0.542314872433106,0,road,0.126308188516759,8270,WA000163,HWB10,53033007200,STATE ROUTE 99,State Highway Agency,20400014,27.3999996,2,302,146,45,,,1958,,H04780000,,N,58200,,766,14745.693600000000515,47.625000000000000,-122.340000000000003,
9453,29890,1,80389,60,114851.000000000000000,120000.000000300002284,0.957091666664274,0,road,0.167918447448944,8755,WA001503,HWB10,53033006600,EASTLAKE AVE,State Highway Agency,20600014,18.7999992,2,381,226,48,,,1963,,H04670000,,N,21000,,767,12764.109599999999773,47.626669999999997,-122.328329999999994,
9454,133458,3,80389,25,4708.000000000000000,16289.033864541850562,0.289028805462085,0,road,0.484241430687928,8755,WA001503,HWB10,53033006600,EASTLAKE AVE,State Highway Agency,20600014,18.7999992,2,381,226,48,,,1963,,H04670000,,N,21000,,767,12764.109599999999773,47.626669999999997,-122.328329999999994,
9455,29463,1,80389,60,114646.000000000000000,113074.528348909501801,1.013897662665821,0,road,0.317642043333376,8753,WA001496,HWB10,53033006600,LAKEVIEW BLVD,State Highway Agency,20500011,12.1000004,15,3703,326,99,,,1963,,H05640000,,N,6200,,667,79844.826600000000326,47.628329999999998,-122.326669999999993,
9456,29890,1,80389,60,114851.000000000000000,120000.000000300002284,0.957091666664274,0,road,0.167918447448944,8753,WA001496,HWB10,53033006600,LAKEVIEW BLVD,State Highway Agency,20500011,12.1000004,15,3703,326,99,,,1963,,H05640000,,N,6200,,667,79844.826600000000326,47.628329999999998,-122.326669999999993,
9457,29463,1,80389,60,114646.000000000000000,113074.528348909501801,1.013897662665821,0,road,0.317642043333376,8754,WA001497,HWB10,53033006600,INTERSTATE RT 5,State Highway Agency,20600011,7.8000002,8,2231,317,0,,,1962,,N00000000,,N,164845,,667,31010.007600000000821,47.628329999999998,-122.326669999999993,
9458,29890,1,80389,60,114851.000000000000000,120000.000000300002284,0.957091666664274,0,road,0.167918447448944,8754,WA001497,HWB10,53033006600,INTERSTATE RT 5,State Highway Agency,20600011,7.8000002,8,2231,317,0,,,1962,,N00000000,,N,164845,,667,31010.007600000000821,47.628329999999998,-122.326669999999993,
9459,29463,1,80389,60,114646.000000000000000,113074.528348909501801,1.013897662665821,0,road,0.317642043333376,8756,WA001504,HWB10,53033006600,INTERSTATE RT 5,State Highway Agency,20100011,7.8000002,21,2265,116,0,,,1964,,N00000000,,N,33081,,777,31482.594000000000960,47.628329999999998,-122.326669999999993,
9460,29890,1,80389,60,114851.000000000000000,120000.000000300002284,0.957091666664274,0,road,0.167918447448944,8756,WA001504,HWB10,53033006600,INTERSTATE RT 5,State Highway Agency,20100011,7.8000002,21,2265,116,0,,,1964,,N00000000,,N,33081,,777,31482.594000000000960,47.628329999999998,-122.326669999999993,
9461,76505,3,9946,45,3268.000000000000000,14496.961741424800493,0.225426545112674,0,road,1.810106372924170,11814,WA000690,HWB3 ,53035080500,STATE ROUTE 303,State Highway Agency,31032014,6.0999999,1,4795,741,0,,,1930,,N00000000,,3,7300,,654,52122.608999999996740,47.570000000000000,-122.621669999999995,
9462,259119,4,99999,55,839.000000000000000,6538.728260869549558,0.128312412831242,0,road,10.367815773879199,15120,WA000695,HWB5 ,53047971000,STATE ROUTE 153,State Highway Agency,10400006,9.8999996,3,299,183,0,,,1949,,N00000000,,3,1957,,777,5274.898199999999633,48.078330000000001,-120.010000000000005,
9463,59195,2,80389,55,22207.000000000000000,31128.597212294498604,0.713395462331633,0,road,0.682849802421734,9878,WA001566,HWB17,53033006200,STATE ROUTE 520,State Highway Agency,50200012,19.5000000,5,1173,305,47,,,1963,,H05940000,,N,4963,,777,40760.576999999997497,47.645000000000003,-122.298330000000007,
9464,59195,2,80389,55,22207.000000000000000,31128.597212294498604,0.713395462331633,0,road,0.682849802421734,9880,WA001570,HWB17,53033006200,STATE ROUTE 520,State Highway Agency,50200012,19.2000008,4,1116,305,47,,,1963,,H04700000,,N,5105,,777,38183.270400000001246,47.645000000000003,-122.298330000000007,
9465,59195,2,80389,55,22207.000000000000000,31128.597212294498604,0.713395462331633,0,road,0.682849802421734,9881,WA001571,HWB17,53033006200,STATE ROUTE 520,State Highway Agency,50200014,7.8000002,10,3051,305,0,,,1963,,N00000000,,8,10435,,666,42407.679600000003120,47.645000000000003,-122.298330000000007,
9466,200698,3,99999,65,4597.000000000000000,15353.665467625900419,0.299407331082799,0,road,2.919929738223970,15565,ID000951,HWB12,16021970200,BNRR;ARIZONA ST.,State Highway Agency,302,22.0000000,4,116,41,25,,,1972,,,,N,13500,,655,12289.245600000000195,48.695664000000001,-116.310297000000006,
9467,200699,3,99999,65,3760.000000000000000,18734.265120967749681,0.200701760956278,0,road,1.091729030461800,15565,ID000951,HWB12,16021970200,BNRR;ARIZONA ST.,State Highway Agency,302,22.0000000,4,116,41,25,,,1972,,,,N,13500,,655,12289.245600000000195,48.695664000000001,-116.310297000000006,
9468,59195,2,80389,55,22207.000000000000000,31128.597212294498604,0.713395462331633,0,road,0.682849802421734,8273,WA000175,HWB10,53033006200,STATE ROUTE 513,City Highway Agency,20600014,31.7000008,2,463,268,0,,,1962,,H04450000,,N,64000,,647,26154.592199999999139,47.645000000000003,-122.301670000000001,
9469,59192,2,80389,55,21318.000000000000000,31127.772151898749144,0.684854665986742,0,road,0.261165776954633,8761,WA001554,HWB10,53033006100,DELMAR DRIVE,State Highway Agency,20500012,15.1000004,2,469,332,39,,,1963,,H04980000,,N,5000,,667,12619.945799999999508,47.643329999999999,-122.318330000000003,
9470,59192,2,80389,55,21318.000000000000000,31127.772151898749144,0.684854665986742,0,road,0.261165776954633,8762,WA001561,HWB10,53033006100,10TH AVE,State Highway Agency,20600012,18.7999992,3,869,357,9,,,1963,,H06990000,,N,21000,,667,29112.890400000000227,47.643329999999999,-122.318330000000003,
9471,29885,1,80389,60,112998.000000000000000,113114.579059659998165,0.998969371935703,0,road,0.928322229490078,8721,WA001387,HWB10,53033006100,STATE ROUTE 520,State Highway Agency,20600014,9.5000000,3,1070,448,0,,,1962,,H04700000,,N,31644,,667,18114.029999999998836,47.641669999999998,-122.321669999999997,
9472,29889,1,80389,60,114030.000000000000000,110000.000000275002094,1.036636363633772,0,road,0.273835762213229,8721,WA001387,HWB10,53033006100,STATE ROUTE 520,State Highway Agency,20600014,9.5000000,3,1070,448,0,,,1962,,H04700000,,N,31644,,667,18114.029999999998836,47.641669999999998,-122.321669999999997,
9473,58926,2,80389,60,21318.000000000000000,31127.772151898749144,0.684854665986742,0,road,0.113463543751763,8721,WA001387,HWB10,53033006100,STATE ROUTE 520,State Highway Agency,20600014,9.5000000,3,1070,448,0,,,1962,,H04700000,,N,31644,,667,18114.029999999998836,47.641669999999998,-122.321669999999997,
9474,59192,2,80389,55,21318.000000000000000,31127.772151898749144,0.684854665986742,0,road,0.261165776954633,8721,WA001387,HWB10,53033006100,STATE ROUTE 520,State Highway Agency,20600014,9.5000000,3,1070,448,0,,,1962,,H04700000,,N,31644,,667,18114.029999999998836,47.641669999999998,-122.321669999999997,
9475,29414,1,80389,60,79394.000000000000000,66123.304408677504398,1.200696194934580,0,road,0.391251884194592,9071,WA002940,HWB10,53033022604,NE 72ND PLACE,State Highway Agency,20600011,18.3999996,4,1292,335,0,,,1970,,H05130000,,N,8275,,667,42363.129600000000210,47.670000000000002,-122.186670000000007,
