OBJECTID,HighwayBridgeId,BridgeClass,Tract,Name,Owner,BridgeType,Width,NumSpans,Length,MaxSpanLength,SkewAngle,SeatLength,SeatWidth,YearBuilt,YearRemodeled,PierType,FoundationType,ScourIndex,Traffic,TrafficIndex,Condition,Cost,Latitude,Longitude,Comment
14171,WA007745,HWB3 ,53025010100,U RD NE,County Highway Agency,70200009,7.3000002,1,79,79,0,,,1920,,N00000000,,8,75,,666,1027.679399999999987,47.708329999999997,-119.028329999999997,
14172,WA007748,HWB3 ,53033031302,244TH AVE SE,County Highway Agency,30200009,6.6999998,1,113,113,0,,,1956,,N00000000,,5,482,,765,1349.152199999999993,47.178330000000003,-122.015000000000001,
14173,WA007749,HWB3 ,53071920100,HARVEY SHAW RD,County Highway Agency,20400007,9.3999996,1,430,366,0,,,1966,,N00000000,,8,340,,777,7202.844000000000051,46.131670000000000,-118.431669999999997,
14174,WA007750,HWB3 ,53031950300,CENTER ROAD,County Highway Agency,12200007,13.8999996,1,76,67,0,,,1955,,N00000000,,5,2817,,887,1882.504799999999932,47.950000000000003,-122.783330000000007,
14175,WA007752,HWB3 ,53053072105,STEILACOOM BLVD,City Highway Agency,10400014,21.2000008,1,146,140,0,,,1939,,N00000000,,8,41465,,777,5515.646399999999630,47.191670000000002,-122.538330000000002,
14176,WA007753,HWB3 ,53025011200,MARTIN ROAD,County Highway Agency,70200008,7.6999998,1,79,76,0,,,1952,,N00000000,,8,207,,777,1083.990600000000086,47.266669999999998,-119.661670000000001,
14177,WA007755,HWB3 ,53043960200,BOYK ROAD 60210,County Highway Agency,50400009,8.5000000,1,183,174,6,,,1981,,N00000000,,5,50,,888,2771.900999999999840,47.538330000000002,-118.123329999999996,
14178,WA007756,HWB3 ,53063010402,ESPANOLA ROAD,County Highway Agency,50410008,9.3000002,1,305,299,20,,,1953,,N00000000,, ,538,,866,5054.643000000000029,47.616669999999999,-117.733329999999995,
14179,WA007757,HWB3 ,53037975300,VANTAGE HIGHWAY,County Highway Agency,20300008,9.3999996,1,125,122,20,,,1931,,N00000000,,5,554,,776,2093.849999999999909,47.011670000000002,-120.311670000000007,
14180,WA007758,HWB3 ,53027000600,MOX CHEHALIS ROAD,County Highway Agency,50100007,7.5999999,1,91,91,30,,,1966,,N00000000,,8,566,,886,1232.431199999999990,46.996670000000002,-123.293329999999997,
14181,WA007759,HWB3 ,53001950200,ANDERSON ROAD,County Highway Agency,11100009,6.4000001,1,158,116,0,,,1915,,N00000000,,8,23,,N77,1801.958399999999983,47.008330000000001,-118.530000000000001,
14182,WA007760,HWB3 ,53053072906,8 AVE EAST,County Highway Agency,70200007,6.6999998,1,98,91,0,,,1953,,N00000000,,8,2175,,777,1170.061200000000099,47.026670000000003,-122.443330000000003,
14183,WA007761,HWB3 ,53077002900,COWICHE MILL RD.,County Highway Agency,70200009,7.3000002,1,73,70,0,,,1963,,N00000000,,3,50,,766,949.627799999999979,46.666670000000003,-120.813329999999993,
14184,WA007762,HWB3 ,53037975300,VANTAGE HIGHWAY,County Highway Agency,70200007,9.8000002,1,73,67,40,,,1926,,N00000000,,8,2491,,777,1274.842799999999897,47.003329999999998,-120.441670000000002,
14185,WA007767,HWB3 ,53057951100,ROCKPORT CASCADE,County Highway Agency,10400008,9.3999996,1,283,268,0,,,1970,,N00000000,,7,320,,667,4740.476399999999558,48.481670000000001,-121.500000000000000,
14186,WA007768,HWB3 ,53077002801,COTTONWOOD CANYON,County Highway Agency,12200008,9.8000002,1,67,64,30,,,1976,,N00000000,,3,600,,777,1170.061200000000099,46.571669999999997,-120.685000000000002,
14187,WA007769,HWB3 ,53025010100,36 ROAD NE,County Highway Agency,50400008,8.5000000,1,116,113,41,,,1972,,N00000000,,8,125,,888,1757.051999999999907,47.611669999999997,-119.178330000000003,
14188,WA007770,HWB3 ,53063014200,WELLS ROAD,County Highway Agency,10200007,8.5000000,1,91,88,45,,,1953,,N00000000,,5,273,,666,1378.376999999999953,47.358330000000002,-117.500000000000000,
14189,WA007771,HWB3 ,53043960300,ALMIRA SOUTH ROAD,County Highway Agency,30200007,8.1999998,1,110,104,15,,,1935,,N00000000,,5,135,,766,1607.364000000000033,47.524999999999999,-118.913330000000002,
14190,WA007772,HWB3 ,53043960400,STOLP ROAD 36450,County Highway Agency,30200009,8.3000002,1,94,85,45,,,1935,,N00000000,,5,50,,776,1390.316399999999931,47.488329999999998,-117.993330000000000,
14191,WA007774,HWB3 ,53007961200,COLOCKUM PASS RD,County Highway Agency,50400008,7.3000002,1,122,98,0,,,1979,,N00000000,,8,50,,888,1587.049199999999928,47.273330000000001,-120.181669999999997,
14192,WA007778,HWB3 ,53037975300,NORTH THORP HWY,County Highway Agency,31010107,6.4000001,1,823,616,0,,,1936,,N00000000,,5,282,,887,9386.150400000000445,47.108330000000002,-120.701669999999993,
14193,WA007780,HWB3 ,53001950100,SCHRAG ROAD,County Highway Agency,20120208,9.8000002,1,226,73,0,,,1938,,N00000000,,8,30,,777,3946.773599999999988,47.091670000000001,-118.481669999999994,
14194,WA007781,HWB3 ,53039950100,BZ Glenwood Hwy,County Highway Agency,12200007,8.1000004,1,134,134,0,,,1958,,N00000000,,8,335,,777,1934.182800000000043,45.965299999999999,-121.292400000000001,
14195,WA007782,HWB3 ,53023970300,KIRBY MAYVIEW 400,County Highway Agency,10100007,9.3999996,1,67,61,0,,,1957,,N00000000,,3,643,,665,1122.303599999999960,46.480469999999997,-117.414720000000003,
14196,WA007783,HWB3 ,53023970300,KIRBY MAYVIEW RD,County Highway Agency,50100007,8.5000000,1,61,58,23,,,1988,,N00000000,, ,650,,787,923.966999999999985,46.478330000000000,-117.415000000000006,
14197,WA007784,HWB3 ,53075000900,THOUNDER/3160,County Highway Agency,70200009,6.0999999,1,61,58,0,,,1948,,N00000000,,6,50,,777,663.082199999999943,47.193330000000003,-117.733329999999995,
14198,WA007786,HWB3 ,53075000600,ESTES/5300,County Highway Agency,50400009,7.3000002,1,122,119,25,,,1973,,N00000000,,5,122,,888,1587.049199999999928,46.826670000000000,-117.113330000000005,
14199,WA007787,HWB3 ,53075001000,BAUER/9440,County Highway Agency,50400009,7.3000002,1,192,189,0,,,1971,,N00000000,,5,30,,888,2497.651199999999790,46.561669999999999,-117.103330000000000,
14200,WA007788,HWB3 ,53077940001,LAT C RD.,County Highway Agency,12200008,9.8000002,1,98,94,0,,,1963,,N00000000,,8,310,,777,1711.432800000000043,46.405000000000001,-120.521670000000000,
14201,WA007789,HWB3 ,53063014300,DUNKLE ROAD,County Highway Agency,50400009,9.8000002,1,268,265,0,,,1986,,N00000000,,3,16,,777,4680.244800000000396,47.433329999999998,-117.066670000000002,
14202,WA007790,HWB3 ,53077003002,OLD NACHES RD,County Highway Agency,12200009,7.4000001,1,91,88,44,,,1957,,N00000000,,8,120,,777,1199.998800000000074,46.748330000000003,-120.786670000000001,
14203,WA007792,HWB3 ,53027000400,COUGAR SMITH ROAD,County Highway Agency,31070208,7.1999998,1,546,305,27,,,1960,,N00000000,,3,274,,553,7005.398400000000038,47.178330000000003,-123.510000000000005,
14204,WA007793,HWB3 ,53027001300,PANHANDLE ROAD,County Highway Agency,31550119,6.0999999,1,945,274,0,,,1930,,N00000000,,8,117,,767,10272.338999999999942,47.005000000000003,-123.875000000000000,
14205,WA007794,HWB3 ,53073010200,HERON LANE,County Highway Agency,10400009,4.3000002,1,219,219,0,,,1944,,N00000000,,8,50,,777,2341.547999999999774,48.996670000000002,-122.250000000000000,
14206,WA007795,HWB3 ,53041971700,SALMON CR.RD.,County Highway Agency,10400009,6.6999998,1,183,174,21,,,1953,,N00000000,,3,247,,777,2184.910199999999804,46.484999999999999,-122.521670000000000,
14207,WA007796,HWB3 ,53047970300,COUNTY ROAD 4087,County Highway Agency,60400009,9.1000004,1,241,238,0,,,1980,,N00000000,,8,42,,888,3908.104200000000219,48.923330000000000,-119.655000000000001,
14208,WA007798,HWB3 ,53059950400,OKLAHOMA ROAD,County Highway Agency,50250209,7.9000001,1,287,189,0,,,1965,,N00000000,,8,180,,788,4040.328599999999824,45.784999999999997,-121.629999999999995,
14209,WA007799,HWB3 ,53037975500,WATER STEET,City Highway Agency,10400017,8.8000002,1,64,61,20,,,1920,,N00000000,,8,2884,,556,1003.622399999999971,47.010919999999999,-120.549809999999994,
14210,WA007801,HWB3 ,53033021700,LOCKWOOD RD,County Highway Agency,50400017,8.5000000,1,122,116,0,,,1968,,N00000000,,4,3121,,666,1847.933999999999969,47.776670000000003,-122.250000000000000,
14211,WA007802,HWB3 ,53055960100,BAKER LAKE ROAD,County Highway Agency,30220407,10.1000004,1,549,213,23,,,1956,,N00000000,,9,800,,777,9881.011800000000221,48.648330000000001,-122.726669999999999,
14212,WA007803,HWB3 ,53039950300,ACME ROAD,County Highway Agency,10600009,7.3000002,1,61,58,10,,,1978,,N00000000,,8,103,,888,793.524599999999964,45.789999999999999,-121.403329999999997,
14213,WA007804,HWB3 ,53001950200,DEAL ROAD,County Highway Agency,50200007,9.1000004,1,186,180,0,,,1989,,N00000000,,8,50,,777,3016.213200000000143,47.091670000000001,-118.873329999999996,
14214,WA007805,HWB3 ,53043960400,TELECKY ROAD 60300,County Highway Agency,50400009,9.1000004,1,183,174,13,,,1978,,N00000000,,5,50,,887,2967.564600000000155,47.530000000000001,-118.098330000000004,
14215,WA007808,HWB3 ,53031950702,MAPLE CREEK ROAD,County Highway Agency,50400009,9.1000004,1,247,241,0,,,1972,,N00000000,,9,0,,787,4005.401400000000194,47.774999999999999,-124.066670000000002,
14216,WA007810,HWB3 ,53039950100,NO. 12 ROAD,County Highway Agency,10500009,8.5000000,1,61,58,25,,,1980,,N00000000,,8,22,,778,923.966999999999985,45.791670000000003,-120.761669999999995,
14217,WA007812,HWB3 ,53043960400,COUNTY ROAD 21960,County Highway Agency,11200009,6.5999999,1,189,128,32,,,1917,,N00000000,,5,50,,766,2222.866799999999785,47.358330000000002,-118.491669999999999,
14218,WA007814,HWB3 ,53009000400,UNDIE ROAD,County Highway Agency,50400009,9.1000004,1,268,259,0,,,1978,,N00000000,,5,66,,777,4345.941600000000108,47.890000000000001,-124.344999999999999,
14219,WA007816,HWB3 ,53075000700,ESTES/5300,County Highway Agency,50400009,7.3000002,1,98,94,30,,,1971,,N00000000,,8,154,,888,1274.842799999999897,46.828330000000001,-117.108329999999995,
14220,WA007817,HWB3 ,53059950300,RYAN ALLEN ROAD,County Highway Agency,50200009,9.6999998,1,323,323,30,,,1972,,N00000000,,8,179,,887,5583.184199999999691,45.698329999999999,-121.905000000000001,
14221,WA007818,HWB3 ,53073010404,BRUCE RD,County Highway Agency,50100007,9.8000002,1,122,122,30,,,1923,,N00000000,,5,550,,888,2130.559200000000146,48.909999999999997,-122.643330000000006,
14222,WA007820,HWB3 ,53031950702,MAPLE CREEK ROAD,County Highway Agency,10100009,6.0999999,1,213,210,0,,,1989,,N00000000,,5,10,,887,2315.352600000000166,47.783329999999999,-124.049999999999997,
14223,WA007821,HWB3 ,53075000700,GARFLD-FRMGTN/1300,County Highway Agency,50400007,8.5000000,1,79,76,45,,,1975,,N00000000,,3,238,,875,1196.613000000000056,47.009999999999998,-117.109999999999999,
14224,WA007822,HWB3 ,53053071803,LAKEWOOD DRIVE SW,City Highway Agency,50200014,18.7999992,1,131,122,0,,,1972,,N00000000,,8,18012,,777,4388.709600000000137,47.185000000000002,-122.506670000000000,
14225,WA007823,HWB3 ,53073010100,MOSQUITO LK RD,County Highway Agency,30210208,8.5000000,1,640,457,0,,,1930,,N00000000,,U,1150,,665,9694.079999999999927,48.838329999999999,-122.153329999999997,
14226,WA007824,HWB3 ,53073010100,MOSQUITO LK RD,County Highway Agency,10100008,8.1999998,1,244,244,45,,,1937,,N00000000,,U,1150,,777,3565.425600000000031,48.795000000000002,-122.114999999999995,
14227,WA007825,HWB3 ,53075000700,BEESON CUTOFF/5320,County Highway Agency,50400009,7.3000002,1,61,58,30,,,1974,,N00000000,,6,69,,888,793.524599999999964,46.826670000000000,-117.099999999999994,
14228,WA007826,HWB3 ,53069950100,EDEN VALLEY ROAD,County Highway Agency,50100008,8.5000000,1,73,73,10,,,1976,,N00000000,,8,50,,777,1105.730999999999995,46.300559999999997,-123.641390000000001,
14229,WA007827,HWB3 ,53067011610,MULLEN ROAD,County Highway Agency,10100016,8.6000004,1,67,64,0,,,1963,,N00000000,,8,5977,,666,1026.788399999999911,47.003329999999998,-122.766670000000005,
14230,WA007828,HWB3 ,53065950800,TWELVE MILE CR. RD,County Highway Agency,30200009,8.0000000,1,235,235,0,,,1929,,N00000000,,8,388,,787,3350.159999999999854,48.403329999999997,-117.853330000000000,
14231,WA007830,HWB3 ,53051970100,COUNTY RD.NO 27140,County Highway Agency,70200009,4.6999998,1,76,70,15,,,1960,,N00000000,,5,129,,465,812.591999999999985,48.746670000000002,-117.454999999999998,
14232,WA007831,HWB3 ,53077940002,"MEYERS RD.,N.",County Highway Agency,12200007,7.3000002,1,98,94,0,,,1958,,N00000000,,3,3830,,767,1274.842799999999897,46.393329999999999,-120.286670000000001,
14233,WA007834,HWB3 ,53053070100,FAIRFAX RESERVE RD,County Highway Agency,50200007,8.6999998,1,305,293,20,,,1975,,N00000000,,8,300,,787,4728.537000000000262,47.003329999999998,-122.000000000000000,
14234,WA007836,HWB3 ,53025010200,RUFF-MARLIN ROAD,County Highway Agency,50400007,9.0000000,1,308,305,30,,,1974,,N00000000,,8,350,,678,4939.703999999999724,47.173330000000000,-119.001670000000004,
14235,WA007838,HWB3 ,53025010500,T RD NW,County Highway Agency,70200009,7.6999998,1,85,82,0,,,1952,,N00000000,,5,68,,677,1166.318999999999960,47.271670000000000,-119.916669999999996,
14236,WA007839,HWB3 ,53077940002, MEYERS RD N IRRIG,County Highway Agency,50200007,13.1999998,1,399,390,0,,,1980,,N00000000,,3,6917,,588,9385.437599999999293,46.366669999999999,-120.278329999999997,
14237,WA007840,HWB3 ,53075000700,BLACK/2300,County Highway Agency,70200009,6.5999999,1,61,58,5,,,1900,,N00000000,,6,60,,787,717.433200000000056,47.104999999999997,-117.221670000000003,
14238,WA007841,HWB3 ,53063010304,MILAN ROAD,County Highway Agency,10100007,9.8000002,1,101,91,15,,,1964,,N00000000,,5,409,,777,1763.823599999999942,47.966670000000001,-117.333330000000004,
14239,WA007842,HWB3 ,53077002101,SCOON ROAD,County Highway Agency,50400008,9.8000002,1,207,201,19,,,1974,,N00000000,,8,140,,777,3614.965200000000095,46.391669999999998,-120.018330000000006,
14240,WA007843,HWB3 ,53025011401,E RD SE,County Highway Agency,70200009,7.5999999,1,94,88,0,,,1960,,N00000000,,8,77,,777,1273.060799999999972,46.831670000000003,-119.390000000000001,
14241,WA007844,HWB3 ,53071920100,MIDDLE WAITSBURG,County Highway Agency,10400008,6.9000001,1,122,110,0,,,1914,,N00000000,,5,312,,556,1500.087600000000066,46.134999999999998,-118.263329999999996,
14242,WA007846,HWB3 ,53063014300,TRUAX ROAD,County Highway Agency,10100007,9.8000002,1,113,113,30,,,1964,,N00000000,,5,161,,766,1973.386799999999994,47.350000000000001,-117.083330000000004,
14243,WA007849,HWB3 ,53075000900,ENDICTT-ST JN/4230,County Highway Agency,50400007,8.5000000,1,158,155,0,,,1959,,N00000000,,2,238,,888,2393.226000000000113,47.011670000000002,-117.601669999999999,
14244,WA007851,HWB3 ,53077001702,WEST PARKER HEIGHT,County Highway Agency,31000008,7.3000002,1,357,351,43,,,1919,,N00000000,,8,450,,475,4644.070200000000114,46.483330000000002,-120.400000000000006,
14245,WA007852,HWB3 ,53033031601,KENT-BLACKDIAMOND,County Highway Agency,70270214,7.9000001,1,320,70,16,,,1931,,R07010000,,N,5170,,477,4504.895999999999731,47.340000000000003,-122.126670000000004,
14246,WA007853,HWB3 ,53075000900,ENDICTT-ST JN/4230,County Highway Agency,70200007,7.9000001,1,91,88,0,,,1936,,N00000000,,U,280,,777,1281.079799999999977,47.003329999999998,-117.618330000000000,
14247,WA007855,HWB3 ,53021020700,COUNTY ROAD,County Highway Agency,50200008,9.8000002,1,76,76,10,,,1979,,N00000000,,9,31,,877,1327.233600000000024,46.471670000000003,-118.811670000000007,
14248,WA007857,HWB3 ,53003960100,COUNTY ROAD 209,County Highway Agency,50400007,9.5000000,1,305,290,15,,,1983,,N00000000,,8,24,,787,5163.345000000000255,46.030630000000002,-117.016099999999994,
14249,WA007859,HWB3 ,53041971500,BEAVER CR. RD.,County Highway Agency,60250209,9.3999996,1,408,213,0,,,1982,,N00000000,,6,65,,787,6834.326399999999921,46.573329999999999,-123.120000000000005,
14250,WA007860,HWB3 ,53025010500,12.5 RD NW,County Highway Agency,70200009,7.5999999,1,64,64,0,,,1952,,N00000000,,8,66,,667,866.764800000000037,47.268329999999999,-119.876670000000004,
14251,WA007861,HWB3 ,53075000700,RAGON/2200,County Highway Agency,70200009,7.3000002,1,73,70,0,,,1915,,N00000000,,U,50,,666,949.627799999999979,47.058329999999998,-117.378330000000005,
14252,WA007862,HWB3 ,53001950100,WAHL ROAD,County Highway Agency,30200008,8.5000000,1,158,152,30,,,1940,,N00000000,,8,11,,777,2393.226000000000113,47.100000000000001,-118.598330000000004,
14253,WA007863,HWB3 ,53075001000,GETZ-AE SEVRS/8200,County Highway Agency,70200009,6.0999999,1,165,85,0,,,1923,,N00000000,,8,25,,663,1793.583000000000084,46.741669999999999,-117.593329999999995,
14254,WA007864,HWB3 ,53075000900,KACKMAN/4210,County Highway Agency,50400009,7.9000001,1,305,302,0,,,1979,,N00000000,,5,20,,777,4293.729000000000269,47.005000000000003,-117.723330000000004,
14255,WA007867,HWB3 ,53043960400,COUNTY ROAD 2196,County Highway Agency,10400009,8.1999998,1,128,119,32,,,1917,,N00000000,,3,87,,777,1870.387199999999893,47.361669999999997,-118.476669999999999,
14256,WA007868,HWB3 ,53061052206,195TH AVE SE,County Highway Agency,70200009,6.1999998,1,64,61,15,,,1984,,N00000000,,5,168,,666,707.097600000000057,47.961669999999998,-121.968329999999995,
14257,WA007869,HWB3 ,53047940200,IRR COUNTY ROAD 33,County Highway Agency,50400009,7.3000002,1,152,149,0,,,1973,,N00000000,,8,126,,888,1977.307199999999966,48.406669999999998,-119.503330000000005,
14258,WA007870,HWB3 ,53041971800,OSBORN ROAD,County Highway Agency,50200009,8.0000000,1,186,183,0,,,1968,,N00000000,,8,168,,777,2651.615999999999985,46.736669999999997,-121.986670000000004,
14259,WA007871,HWB3 ,53047940200,IRR COUNTY ROAD 37,County Highway Agency,50400008,8.5000000,1,152,149,0,,,1968,,N00000000,,8,2245,,888,2302.344000000000051,48.405000000000001,-119.504999999999995,
14260,WA007873,HWB3 ,53057940800,IRR PIONEER PARKWA,County Highway Agency,31210407,9.1000004,1,2429,1768,0,,,1957,,H13720000,,9,3250,,667,39389.149799999999232,48.388330000000003,-122.501670000000004,
14261,WA007874,HWB3 ,53043960200,OLD RB SAMIS ROAD,County Highway Agency,30200009,6.6999998,1,73,67,0,,,1933,,N00000000,,7,17,,875,871.576199999999972,47.628329999999998,-118.088329999999999,
14262,WA007875,HWB3 ,53041971300,HENRIOT ROAD,County Highway Agency,31900009,12.1999998,1,98,91,11,,,1975,,N00000000,,8,242,,NNN,2130.559200000000146,46.478330000000000,-122.864999999999995,
14263,WA007877,HWB3 ,53025010500,M RD NW,County Highway Agency,70200009,7.3000002,1,101,98,0,,,1952,,N00000000,,8,163,,677,1313.868600000000015,47.253329999999998,-119.788330000000002,
14264,WA007879,HWB3 ,53077001300,SOUTH 12TH AVENUE,City Highway Agency,70200019,6.9000001,1,79,76,0,,,1961,,N00000000,,8,55,,666,971.368200000000002,46.568330000000003,-120.523330000000001,
14265,WA007881,HWB3 ,53077001300,SOUTH 10TH AVENUE,City Highway Agency,70200017,7.3000002,1,104,101,0,,,1955,,N00000000,,8,190,,466,1352.894399999999905,46.566670000000002,-120.519999999999996,
14266,WA007882,HWB3 ,53045960300,CO. RD. 83790,County Highway Agency,10400009,9.3999996,1,91,88,0,,,1968,,N00000000,,7,1348,,777,1524.322799999999916,47.443330000000003,-122.870000000000005,
14267,WA007884,HWB3 ,53075000200,MCINTOSH/5270,County Highway Agency,70200009,6.0999999,1,73,70,10,,,1900,,N00000000,,U,34,,666,793.524599999999964,46.829999999999998,-117.219999999999999,
14268,WA007886,HWB3 ,53075000700,SEABURY/0150,County Highway Agency,50400008,8.5000000,1,183,180,0,,,1967,,N00000000,,8,55,,877,2771.900999999999840,47.191670000000002,-117.211669999999998,
14269,WA007888,HWB3 ,53077003002,"NACHES HIGHWAY,OLD",County Highway Agency,12200009,7.3000002,1,79,76,40,,,1957,,N00000000,,8,120,,757,1027.679399999999987,46.750000000000000,-120.760000000000005,
14270,WA007890,HWB3 ,53065950600,COUTTS #205,County Highway Agency,50400009,6.0999999,1,91,91,0,,,1974,,N00000000,,8,45,,888,989.188200000000052,48.583329999999997,-117.833330000000004,
14271,WA007891,HWB3 ,53027000700,IRR OAKVILLE ROAD,County Highway Agency,30950107,9.3000002,1,3292,610,0,,,1930,,N00000000,,7,1440,,888,54556.999199999998382,46.829999999999998,-123.256670000000000,
14272,WA007892,HWB3 ,53031950500,W UNCAS ROAD,County Highway Agency,10100009,9.0000000,1,186,110,0,,,1964,,N00000000,,5,130,,888,2983.068000000000211,47.983330000000002,-122.883330000000001,
14273,WA007893,HWB3 ,53053072906,56 AVE SO,County Highway Agency,10100008,9.6000004,1,76,70,7,,,1972,,N00000000,,7,420,,776,1300.147200000000112,47.036670000000001,-122.503330000000005,
14274,WA007894,HWB3 ,53077940001,LAT 1 RD.,County Highway Agency,50400008,9.8000002,1,216,213,0,,,1972,,N00000000,,8,295,,787,3772.137600000000020,46.476669999999999,-120.521670000000000,
14275,WA007895,HWB3 ,53025010500,12 RD NW,County Highway Agency,70200009,7.6999998,1,98,94,0,,,1952,,N00000000,,8,79,,677,1344.697200000000066,47.261670000000002,-119.878330000000005,
14276,WA007896,HWB3 ,53075000900,SQUIRES/3580,County Highway Agency,70200009,6.0999999,1,91,88,0,,,1900,,N00000000,,3,25,,674,989.188200000000052,47.191670000000002,-117.468329999999995,
14277,WA007897,HWB3 ,53071920100,MCCOWN RD,County Highway Agency,11100009,6.6999998,1,140,128,0,,,1920,,N00000000,,4,97,,555,1671.516000000000076,46.225000000000001,-118.133330000000001,
14278,WA007898,HWB3 ,53071920100,BYRNES RD,County Highway Agency,10200008,8.1999998,1,73,61,0,,,1920,,R06910000,,9,97,,686,1066.705200000000104,46.076670000000000,-118.748329999999996,
14279,WA007899,HWB3 ,53009001900,EAST ANDERSON RD.,County Highway Agency,20520507,8.0000000,1,613,332,0,,,1964,,N00000000,,5,2467,,667,8738.927999999999884,48.140000000000001,-123.123329999999996,
14280,WA007900,HWB3 ,53053071309,176 ST E,County Highway Agency,50200014,9.8000002,1,341,329,43,,,1961,,R07010000,,N,9787,,777,5955.087599999999838,47.104999999999997,-122.363330000000005,
14281,WA007903,HWB3 ,53075000300,SR 194,State Highway Agency,50400007,8.5000000,1,213,210,0,,,1969,,N00000000,,2,444,,677,3226.311000000000149,46.741669999999999,-117.334999999999994,
14282,WA007905,HWB3 ,53003960100,COUNTY ROAD 209,County Highway Agency,31000007,4.5999999,1,168,165,0,,,1957,,N00000000,,3,362,,667,1796.256000000000085,46.296979999999998,-116.991919999999993,
14283,WA007906,HWB3 ,53061052301,DUBUQUE RD,County Highway Agency,70200007,7.5999999,1,94,88,0,,,1935,,N00000000,,7,2238,,666,1273.060799999999972,47.963329999999999,-121.971670000000003,
14284,WA007907,HWB3 ,53023970300,NORTH DEADMAN 400,County Highway Agency,30200007,9.1000004,1,79,70,0,,,1959,,N00000000,,3,126,,666,1281.079799999999977,46.574719999999999,-117.503060000000005,
14285,WA007908,HWB3 ,53075000700,FARMINGTON/1000,County Highway Agency,11100007,6.6999998,1,67,64,0,,,1915,,N00000000,,U,445,,866,799.939799999999991,47.094999999999999,-117.043329999999997,
14286,WA007909,HWB3 ,53075000900,ENDICTT-ST JN/4230,County Highway Agency,50400007,8.5000000,1,158,155,0,,,1959,,N00000000,,3,238,,775,2393.226000000000113,47.018329999999999,-117.591669999999993,
14287,WA007911,HWB3 ,53027000500,MONTESANO - ELMA,County Highway Agency,31020407,7.8000002,1,2164,732,0,,,1938,,N00000000,,3,2809,,676,30078.734400000001187,47.001669999999997,-123.409999999999997,
14288,WA007912,HWB3 ,53043960200,INDIAN CREEK ROAD,County Highway Agency,30500009,6.0999999,1,116,116,45,,,1936,,N00000000,,5,65,,767,1260.943199999999933,47.801670000000001,-118.224999999999994,
14289,WA007914,HWB3 ,53075001000,SR 194,State Highway Agency,12200007,8.3000002,1,61,55,0,,,1972,,N00000000,,5,345,,777,902.226599999999962,46.748330000000003,-117.458330000000004,
14290,WA007915,HWB3 ,53065951300,BUSSARD EXT ROAD,County Highway Agency,70200009,4.5999999,1,64,61,0,,,1957,,N00000000,,8,5,,787,684.288000000000011,48.223329999999997,-117.581670000000003,
14291,WA007916,HWB3 ,53015001700,KALAMA RIVER RD,County Highway Agency,50200007,9.5000000,1,378,366,0,,,1975,,N00000000,,5,440,,777,6399.162000000000262,46.049999999999997,-122.626670000000004,
14292,WA007917,HWB3 ,53005011800,COUNTY LINE ROAD,County Highway Agency,50400008,9.8000002,1,174,171,6,,,1978,,N00000000,,8,280,,887,3038.666400000000067,46.308329999999998,-119.873329999999996,
14293,WA007919,HWB3 ,53061053700,CLEAR CR RD,County Highway Agency,50100007,11.3000002,1,134,113,0,,,1979,,N00000000,,8,365,,777,2698.304399999999987,48.221670000000003,-121.579999999999998,
14294,WA007920,HWB3 ,53023970300,7TH STREET,City Highway Agency,50400019,11.1000004,1,125,122,20,,,1977,,N00000000,,8,75,,877,2472.525000000000091,46.473669999999998,-117.601060000000004,
14295,WA007922,HWB3 ,53045960800,7TH AVENUE,City Highway Agency,10200017,11.3999996,1,186,171,0,,,1978,,N00000000,,3,5696,,773,3778.552799999999934,47.211669999999998,-123.106669999999994,
14296,WA007924,HWB3 ,53043960400,LINDEN ST,City Highway Agency,50200017,11.5000000,1,140,137,0,,,1980,,N00000000,,8,500,,777,2869.019999999999982,47.483330000000002,-118.250000000000000,
14297,WA007926,HWB3 ,53027000400,WEST WYNOOCHIE RD,City Highway Agency,10400016,6.8000002,1,101,91,0,,,1913,,N00000000,,8,75,,556,1223.877600000000029,46.998330000000003,-123.625000000000000,
14298,WA007927,HWB3 ,53053940002,PACIFIC HIGHWAY E,City Highway Agency,10100014,15.5000000,1,61,55,0,,,1928,,N00000000,,8,10200,,776,1684.881000000000085,47.240000000000002,-122.375000000000000,
14299,WA007928,HWB3 ,53005011200,W 1ST AVENUE,City Highway Agency,10100014,18.6000004,1,73,67,10,,,1956,,N00000000,,8,12800,,778,2419.599600000000009,46.204999999999998,-119.121669999999995,
14300,WA007929,HWB3 ,53005011200,W KENNEWICK AVE,City Highway Agency,50200014,18.6000004,1,116,70,40,,,1959,,N00000000,,8,13360,,777,3844.843199999999797,46.204999999999998,-119.123329999999996,
14301,WA007930,HWB3 ,53005011300,DAYTON STREET,City Highway Agency,50200019,18.6000004,1,116,110,36,,,1967,,N00000000,,8,5000,,887,3844.843199999999797,46.204999999999998,-119.118330000000000,
14302,WA007931,HWB3 ,53005011300,AUBURN STREET,City Highway Agency,50200019,18.2999992,1,110,104,45,,,1969,,N00000000,,8,3000,,688,3587.166000000000167,46.201670000000000,-119.116669999999999,
14303,WA007932,HWB3 ,53005011300,WASHINGTON STREET,City Highway Agency,50400014,18.2999992,1,110,85,45,,,1971,,N00000000,,8,12282,,778,3587.166000000000167,46.201670000000000,-119.116669999999999,
